mandante,visitante,resultado
Atletico-MG,Corinthians,casa
Bragantino,Botafogo-RJ,empate
Bahia,Coritiba,casa
Atletico-GO,Flamengo,casa
Ceara,Gremio,empate
Fluminense,Palmeiras,empate
Sao Paulo,Fortaleza,casa
Internacional,Santos,casa
Vasco,Sport,casa
Gremio,Corinthians,empate
Coritiba,Flamengo,fora
Palmeiras,Goias,empate
Atletico-MG,Ceara,casa
Bahia,Bragantino,casa
Vasco,Sao Paulo,casa
Fluminense,Internacional,casa
Atletico-GO,Sport,empate
Fortaleza,Botafogo-RJ,empate
Santos,Athletico-PR,casa
Flamengo,Gremio,empate
Bragantino,Fluminense,casa
Athletico-PR,Palmeiras,fora
Goias,Fortaleza,fora
Internacional,Atletico-GO,casa
Corinthians,Coritiba,casa
Botafogo-RJ,Atletico-MG,casa
Sport,Santos,fora
Ceara,Vasco,fora
Sao Paulo,Bahia,empate
Athletico-PR,Fluminense,fora
Internacional,Atletico-MG,casa
Goias,Atletico-GO,casa
Flamengo,Botafogo-RJ,empate
Vasco,Gremio,empate
Palmeiras,Santos,casa
Bragantino,Coritiba,fora
Sport,Sao Paulo,fora
Ceara,Bahia,casa
Corinthians,Fortaleza,empate
Sao Paulo,Athletico-PR,casa
Botafogo-RJ,Internacional,fora
Fluminense,Vasco,casa
Bahia,Palmeiras,empate
Fortaleza,Bragantino,casa
Sao Paulo,Corinthians,casa
Coritiba,Sport,casa
Santos,Flamengo,fora
Atletico-GO,Ceara,fora
Ceara,Fortaleza,casa
Fluminense,Atletico-GO,empate
Goias,Corinthians,fora
Botafogo-RJ,Coritiba,empate
Athletico-PR,Bragantino,empate
Bahia,Flamengo,fora
Palmeiras,Internacional,empate
Santos,Vasco,empate
Gremio,Sport,fora
Atletico-MG,Sao Paulo,casa
Flamengo,Fortaleza,casa
Corinthians,Botafogo-RJ,empate
Ceara,Santos,fora
Bragantino,Palmeiras,fora
Internacional,Bahia,empate
Sao Paulo,Fluminense,casa
Vasco,Athletico-PR,casa
Atletico-GO,Gremio,empate
Sport,Goias,casa
Coritiba,Atletico-MG,fora
Athletico-PR,Botafogo-RJ,empate
Fortaleza,Sport,casa
Goias,Coritiba,empate
Sao Paulo,Bragantino,empate
Fluminense,Flamengo,fora
Santos,Atletico-MG,casa
Internacional,Ceara,casa
Corinthians,Palmeiras,fora
Bahia,Gremio,fora
Vasco,Atletico-GO,fora
Athletico-PR,Coritiba,casa
Santos,Sao Paulo,empate
Fluminense,Corinthians,casa
Gremio,Fortaleza,empate
Atletico-MG,Bragantino,casa
Bahia,Atletico-GO,fora
Ceara,Flamengo,casa
Goias,Internacional,casa
Palmeiras,Sport,empate
Botafogo-RJ,Vasco,fora
Corinthians,Bahia,casa
Fortaleza,Internacional,casa
Bragantino,Ceara,casa
Atletico-GO,Atletico-MG,fora
Gremio,Palmeiras,empate
Coritiba,Vasco,casa
Botafogo-RJ,Santos,empate
Sport,Fluminense,casa
Sport,Corinthians,casa
Athletico-PR,Bahia,casa
Internacional,Sao Paulo,empate
Atletico-MG,Gremio,casa
Vasco,Bragantino,empate
Palmeiras,Flamengo,empate
Ceara,Goias,empate
Atletico-GO,Botafogo-RJ,empate
Santos,Fortaleza,empate
Fluminense,Coritiba,casa
Corinthians,Atletico-GO,empate
Botafogo-RJ,Bahia,fora
Gremio,Internacional,empate
Palmeiras,Ceara,casa
Bragantino,Corinthians,empate
Botafogo-RJ,Fluminense,empate
Coritiba,Sao Paulo,empate
Flamengo,Athletico-PR,casa
Fortaleza,Atletico-GO,empate
Goias,Santos,fora
Bahia,Sport,fora
Atletico-MG,Vasco,casa
Corinthians,Santos,empate
Flamengo,Sport,casa
Bahia,Vasco,casa
Gremio,Coritiba,casa
Sao Paulo,Atletico-GO,casa
Goias,Fluminense,fora
Botafogo-RJ,Palmeiras,casa
Fortaleza,Atletico-MG,casa
Athletico-PR,Ceara,empate
Bragantino,Internacional,fora
Vasco,Flamengo,fora
Coritiba,Fortaleza,empate
Palmeiras,Sao Paulo,fora
Atletico-MG,Goias,casa
Fluminense,Bahia,casa
Santos,Gremio,casa
Sport,Botafogo-RJ,fora
Atletico-GO,Bragantino,casa
Ceara,Corinthians,casa
Internacional,Athletico-PR,casa
Flamengo,Goias,casa
Palmeiras,Coritiba,fora
Gremio,Botafogo-RJ,casa
Santos,Atletico-GO,fora
Athletico-PR,Corinthians,fora
Atletico-MG,Fluminense,empate
Sport,Internacional,fora
Flamengo,Bragantino,empate
Goias,Bahia,empate
Atletico-GO,Athletico-PR,empate
Coritiba,Santos,fora
Fluminense,Ceara,empate
Sao Paulo,Gremio,empate
Corinthians,Flamengo,fora
Internacional,Vasco,casa
Bragantino,Sport,casa
Fortaleza,Palmeiras,casa
Bahia,Atletico-MG,casa
Botafogo-RJ,Goias,empate
Vasco,Corinthians,fora
Bragantino,Goias,casa
Ceara,Coritiba,casa
Atletico-MG,Sport,empate
Atletico-GO,Palmeiras,fora
Fluminense,Santos,casa
Athletico-PR,Gremio,fora
Internacional,Flamengo,empate
Botafogo-RJ,Ceara,empate
Coritiba,Atletico-GO,casa
Corinthians,Internacional,casa
Fortaleza,Fluminense,fora
Flamengo,Sao Paulo,fora
Sport,Athletico-PR,casa
Santos,Bahia,casa
Goias,Vasco,empate
Palmeiras,Atletico-MG,casa
Gremio,Bragantino,casa
Athletico-PR,Fortaleza,casa
Sao Paulo,Goias,casa
Atletico-GO,Corinthians,empate
Vasco,Palmeiras,fora
Internacional,Coritiba,empate
Bragantino,Santos,empate
Atletico-MG,Flamengo,casa
Bahia,Botafogo-RJ,casa
Fluminense,Gremio,fora
Ceara,Sport,empate
Bahia,Fortaleza,casa
Sport,Vasco,fora
Santos,Internacional,casa
Goias,Athletico-PR,fora
Corinthians,Atletico-MG,fora
Fortaleza,Sao Paulo,fora
Gremio,Ceara,casa
Palmeiras,Fluminense,casa
Flamengo,Atletico-GO,empate
Coritiba,Bahia,fora
Botafogo-RJ,Bragantino,fora
Atletico-MG,Athletico-PR,fora
Vasco,Fortaleza,empate
Bragantino,Bahia,casa
Athletico-PR,Santos,casa
Flamengo,Coritiba,casa
Goias,Palmeiras,casa
Sao Paulo,Vasco,empate
Ceara,Atletico-MG,empate
Internacional,Fluminense,fora
Botafogo-RJ,Fortaleza,fora
Corinthians,Gremio,empate
Sport,Atletico-GO,fora
Ceara,Sao Paulo,empate
Atletico-MG,Botafogo-RJ,casa
Coritiba,Corinthians,fora
Fortaleza,Goias,empate
Palmeiras,Athletico-PR,casa
Santos,Sport,casa
Bahia,Sao Paulo,fora
Atletico-GO,Internacional,empate
Gremio,Goias,casa
Vasco,Ceara,fora
Fluminense,Bragantino,empate
Fortaleza,Corinthians,empate
Goias,Sao Paulo,fora
Santos,Palmeiras,empate
Botafogo-RJ,Flamengo,fora
Fluminense,Athletico-PR,casa
Bahia,Ceara,fora
Coritiba,Bragantino,empate
Sao Paulo,Sport,casa
Gremio,Vasco,casa
Atletico-MG,Internacional,empate
Atletico-GO,Goias,fora
Sao Paulo,Botafogo-RJ,casa
Athletico-PR,Atletico-MG,fora
Bragantino,Fortaleza,casa
Internacional,Botafogo-RJ,casa
Palmeiras,Bahia,casa
Goias,Gremio,empate
Ceara,Atletico-GO,fora
Flamengo,Santos,casa
Corinthians,Sao Paulo,casa
Sport,Coritiba,casa
Vasco,Fluminense,empate
Sao Paulo,Atletico-MG,casa
Atletico-GO,Fluminense,casa
Sport,Gremio,empate
Internacional,Palmeiras,casa
Coritiba,Botafogo-RJ,fora
Bragantino,Athletico-PR,fora
Vasco,Santos,casa
Flamengo,Bahia,casa
Fortaleza,Ceara,fora
Corinthians,Goias,casa
Atletico-MG,Coritiba,casa
Goias,Sport,casa
Fortaleza,Flamengo,empate
Fluminense,Sao Paulo,fora
Botafogo-RJ,Corinthians,fora
Bahia,Internacional,fora
Athletico-PR,Vasco,casa
Palmeiras,Bragantino,casa
Santos,Ceara,empate
Gremio,Atletico-GO,casa
Gremio,Bahia,casa
Botafogo-RJ,Athletico-PR,fora
Coritiba,Goias,fora
Sport,Fortaleza,casa
Flamengo,Fluminense,fora
Bragantino,Sao Paulo,casa
Ceara,Internacional,fora
Atletico-GO,Vasco,empate
Sport,Palmeiras,fora
Coritiba,Athletico-PR,empate
Fortaleza,Gremio,empate
Sao Paulo,Santos,fora
Flamengo,Ceara,fora
Atletico-GO,Bahia,empate
Internacional,Goias,casa
Vasco,Botafogo-RJ,casa
Bragantino,Atletico-MG,empate
Corinthians,Fluminense,casa
Palmeiras,Gremio,empate
Fluminense,Sport,casa
Vasco,Coritiba,fora
Athletico-PR,Sao Paulo,empate
Santos,Botafogo-RJ,casa
Atletico-MG,Atletico-GO,casa
Ceara,Bragantino,fora
Internacional,Fortaleza,casa
Palmeiras,Corinthians,casa
Goias,Flamengo,fora
Botafogo-RJ,Atletico-GO,fora
Bahia,Athletico-PR,casa
Gremio,Atletico-MG,empate
Coritiba,Fluminense,empate
Sao Paulo,Internacional,fora
Bragantino,Vasco,casa
Flamengo,Palmeiras,casa
Fortaleza,Santos,casa
Goias,Ceara,fora
Corinthians,Sport,casa
Sao Paulo,Coritiba,empate
Vasco,Atletico-MG,casa
Internacional,Gremio,casa
Athletico-PR,Flamengo,casa
Ceara,Palmeiras,casa
Atletico-GO,Fortaleza,casa
Sport,Bahia,casa
Santos,Goias,fora
Fluminense,Botafogo-RJ,casa
Corinthians,Bragantino,fora
Palmeiras,Vasco,empate
Atletico-MG,Santos,casa
Gremio,Flamengo,fora
Bahia,Corinthians,casa
Vasco,Bahia,empate
Ceara,Athletico-PR,fora
Atletico-GO,Sao Paulo,casa
Coritiba,Gremio,empate
Atletico-MG,Fortaleza,casa
Internacional,Bragantino,casa
Fluminense,Goias,casa
Sport,Flamengo,fora
Palmeiras,Botafogo-RJ,empate
Gremio,Santos,empate
Bragantino,Atletico-GO,casa
Corinthians,Ceara,casa
Goias,Atletico-MG,casa
Bahia,Fluminense,fora
Fortaleza,Coritiba,casa
Flamengo,Vasco,casa
Athletico-PR,Internacional,empate
Botafogo-RJ,Sport,fora
Bahia,Goias,empate
Atletico-GO,Santos,empate
Bragantino,Flamengo,empate
Botafogo-RJ,Gremio,fora
Internacional,Sport,fora
Fortaleza,Vasco,casa
Sao Paulo,Ceara,empate
Fluminense,Atletico-MG,empate
Corinthians,Athletico-PR,empate
Goias,Botafogo-RJ,casa
Atletico-MG,Bahia,empate
Santos,Coritiba,casa
Flamengo,Corinthians,casa
Vasco,Internacional,fora
Athletico-PR,Atletico-GO,casa
Palmeiras,Fortaleza,casa
Gremio,Sao Paulo,fora
Ceara,Fluminense,fora
Sport,Bragantino,empate
Santos,Corinthians,casa
Coritiba,Palmeiras,casa
Sao Paulo,Palmeiras,empate
Coritiba,Ceara,fora
Fortaleza,Bahia,fora
Sport,Atletico-MG,fora
Corinthians,Vasco,empate
Flamengo,Internacional,casa
Santos,Fluminense,empate
Gremio,Athletico-PR,casa
Goias,Bragantino,empate
Palmeiras,Atletico-GO,empate
Botafogo-RJ,Sao Paulo,casa
Bragantino,Gremio,casa
Bahia,Santos,casa
Athletico-PR,Sport,casa
Atletico-GO,Coritiba,casa
Internacional,Corinthians,empate
Ceara,Botafogo-RJ,casa
Sao Paulo,Flamengo,casa
Atletico-MG,Palmeiras,casa
Vasco,Goias,casa
Fluminense,Fortaleza,casa
Cuiaba,Juventude,empate
Bahia,Santos,casa
Sao Paulo,Fluminense,empate
Atletico-MG,Fortaleza,fora
Flamengo,Palmeiras,casa
Ceara,Gremio,casa
Corinthians,Atletico-GO,fora
Chapecoense,Bragantino,fora
Athletico-PR,America-MG,casa
Internacional,Sport,empate
Atletico-GO,Sao Paulo,casa
Santos,Ceara,casa
Bragantino,Bahia,empate
Fluminense,Cuiaba,casa
America-MG,Corinthians,fora
Fortaleza,Internacional,casa
Juventude,Athletico-PR,fora
Palmeiras,Chapecoense,casa
Sport,Atletico-MG,fora
Santos,Juventude,empate
Palmeiras,Corinthians,empate
Atletico-MG,Sao Paulo,casa
Gremio,Athletico-PR,fora
Flamengo,America-MG,casa
Bahia,Internacional,fora
Fortaleza,Sport,casa
Bragantino,Fluminense,empate
Chapecoense,Ceara,empate
Internacional,Atletico-MG,fora
Sao Paulo,Chapecoense,empate
Corinthians,Bragantino,fora
Juventude,Palmeiras,fora
America-MG,Cuiaba,empate
Ceara,Bahia,fora
Sport,Gremio,casa
Atletico-GO,Fortaleza,empate
Fluminense,Santos,casa
Flamengo,Bragantino,fora
Palmeiras,America-MG,casa
Bahia,Corinthians,empate
Internacional,Ceara,empate
Fortaleza,Fluminense,empate
Athletico-PR,Atletico-GO,casa
Santos,Sao Paulo,casa
Juventude,Sport,casa
Atletico-MG,Chapecoense,empate
Atletico-GO,Fluminense,casa
Sao Paulo,Cuiaba,empate
Flamengo,Fortaleza,casa
Bragantino,Palmeiras,casa
America-MG,Juventude,empate
Chapecoense,Internacional,fora
Corinthians,Sport,casa
Ceara,Atletico-MG,casa
Bahia,Athletico-PR,casa
Gremio,Santos,empate
Juventude,Flamengo,casa
Fluminense,Corinthians,empate
Palmeiras,Bahia,casa
Athletico-PR,Chapecoense,empate
Gremio,Fortaleza,empate
Santos,Atletico-MG,casa
America-MG,Internacional,empate
Sport,Cuiaba,empate
Ceara,Sao Paulo,empate
Atletico-GO,Bragantino,fora
Fluminense,Athletico-PR,fora
Fortaleza,Chapecoense,casa
Internacional,Palmeiras,fora
Bahia,America-MG,fora
Santos,Sport,empate
Corinthians,Sao Paulo,empate
Juventude,Gremio,casa
Bragantino,Ceara,empate
Atletico-MG,Atletico-GO,casa
Cuiaba,Flamengo,fora
Athletico-PR,Fortaleza,casa
America-MG,Santos,casa
Corinthians,Internacional,empate
Chapecoense,Bahia,fora
Flamengo,Fluminense,fora
Sport,Palmeiras,fora
Ceara,Juventude,casa
Sao Paulo,Bragantino,fora
Cuiaba,Atletico-MG,fora
Gremio,Atletico-GO,fora
Santos,Athletico-PR,casa
Bahia,Juventude,casa
Bragantino,Cuiaba,empate
Fortaleza,America-MG,casa
Palmeiras,Gremio,casa
Atletico-MG,Flamengo,casa
Atletico-GO,Sport,empate
Internacional,Sao Paulo,fora
Fluminense,Ceara,empate
Chapecoense,Corinthians,fora
Palmeiras,Santos,casa
Gremio,Internacional,empate
Athletico-PR,Bragantino,empate
Sport,Fluminense,fora
Sao Paulo,Bahia,casa
America-MG,Atletico-MG,fora
Juventude,Atletico-GO,empate
Cuiaba,Ceara,empate
Flamengo,Chapecoense,casa
Fortaleza,Corinthians,casa
Ceara,Athletico-PR,casa
Sao Paulo,Fortaleza,fora
Corinthians,Atletico-MG,fora
Fluminense,Gremio,fora
Chapecoense,Cuiaba,fora
Atletico-GO,Palmeiras,fora
Bahia,Flamengo,fora
Internacional,Juventude,casa
Bragantino,Santos,empate
America-MG,Sport,fora
Cuiaba,Atletico-GO,casa
Gremio,America-MG,empate
Palmeiras,Fluminense,casa
Atletico-MG,Bahia,casa
Fortaleza,Bragantino,casa
Flamengo,Sao Paulo,casa
Santos,Atletico-GO,fora
Athletico-PR,Internacional,casa
Sport,Ceara,empate
Juventude,Chapecoense,casa
Cuiaba,Corinthians,fora
Sao Paulo,Palmeiras,empate
Internacional,Cuiaba,empate
Bragantino,Gremio,casa
Corinthians,Flamengo,fora
Atletico-MG,Athletico-PR,casa
Chapecoense,Santos,fora
Bahia,Sport,fora
Atletico-GO,America-MG,empate
Ceara,Fortaleza,casa
Sport,Bragantino,empate
Athletico-PR,Sao Paulo,fora
Palmeiras,Fortaleza,fora
Cuiaba,Bahia,empate
Juventude,Atletico-MG,fora
America-MG,Fluminense,casa
Santos,Corinthians,empate
Ceara,Atletico-GO,empate
Flamengo,Internacional,fora
Gremio,Chapecoense,casa
Bragantino,Juventude,fora
Atletico-MG,Palmeiras,casa
Sao Paulo,Gremio,casa
Flamengo,Sport,casa
Corinthians,Ceara,casa
Bahia,Atletico-GO,fora
Cuiaba,Athletico-PR,casa
Fortaleza,Santos,empate
Internacional,Fluminense,casa
Chapecoense,America-MG,empate
Cuiaba,Gremio,fora
Atletico-GO,Chapecoense,empate
Gremio,Bahia,casa
Juventude,Fortaleza,empate
Palmeiras,Cuiaba,fora
Ceara,Flamengo,empate
Athletico-PR,Corinthians,fora
Santos,Internacional,empate
Sport,Sao Paulo,fora
America-MG,Bragantino,fora
Fluminense,Atletico-MG,empate
Sport,Chapecoense,empate
Santos,Flamengo,fora
Gremio,Corinthians,fora
Palmeiras,Athletico-PR,casa
America-MG,Ceara,casa
Juventude,Sao Paulo,empate
Atletico-GO,Internacional,empate
Bragantino,Atletico-MG,empate
Fluminense,Bahia,casa
Fortaleza,Cuiaba,empate
Fluminense,Juventude,empate
Bahia,Fortaleza,casa
Cuiaba,Santos,casa
Athletico-PR,Sport,empate
Corinthians,Juventude,empate
Chapecoense,Fluminense,fora
America-MG,Athletico-PR,casa
Juventude,Cuiaba,fora
Bragantino,Chapecoense,fora
Santos,Bahia,empate
Gremio,Ceara,casa
Fortaleza,Atletico-MG,fora
Palmeiras,Flamengo,fora
Atletico-GO,Corinthians,empate
Fluminense,Sao Paulo,casa
Sport,Internacional,fora
Chapecoense,Palmeiras,fora
Athletico-PR,Juventude,casa
Atletico-MG,Sport,casa
Bahia,Bragantino,empate
Ceara,Santos,empate
Internacional,Fortaleza,casa
Sao Paulo,Atletico-GO,casa
Corinthians,America-MG,empate
Flamengo,Gremio,fora
Cuiaba,Fluminense,empate
Sao Paulo,America-MG,empate
Ceara,Chapecoense,casa
Corinthians,Palmeiras,casa
Sao Paulo,Atletico-MG,empate
America-MG,Flamengo,empate
Internacional,Bahia,casa
Fluminense,Bragantino,casa
Juventude,Santos,casa
Sport,Fortaleza,fora
Athletico-PR,Gremio,casa
Atletico-GO,Cuiaba,empate
Cuiaba,America-MG,fora
Fortaleza,Atletico-GO,fora
Bragantino,Corinthians,empate
Atletico-MG,Internacional,casa
Flamengo,Athletico-PR,casa
Chapecoense,Sao Paulo,empate
Palmeiras,Juventude,empate
Gremio,Sport,fora
Corinthians,Bahia,casa
Chapecoense,Atletico-MG,empate
Atletico-GO,Athletico-PR,fora
Sport,Juventude,casa
Ceara,Internacional,empate
Bragantino,Flamengo,empate
Fluminense,Fortaleza,fora
America-MG,Palmeiras,casa
Gremio,Cuiaba,empate
Sao Paulo,Santos,empate
Fluminense,Atletico-GO,empate
Atletico-MG,Ceara,casa
Sport,Corinthians,casa
Fortaleza,Flamengo,fora
Athletico-PR,Bahia,fora
Palmeiras,Bragantino,fora
Juventude,America-MG,empate
Internacional,Chapecoense,casa
Santos,Gremio,casa
Cuiaba,Sao Paulo,empate
Bragantino,Atletico-GO,casa
Bahia,Palmeiras,empate
Atletico-MG,Santos,casa
Chapecoense,Athletico-PR,empate
Flamengo,Juventude,casa
Fortaleza,Gremio,casa
Corinthians,Fluminense,casa
Internacional,America-MG,casa
Sao Paulo,Ceara,empate
Cuiaba,Sport,casa
Chapecoense,Fortaleza,fora
America-MG,Bahia,empate
Athletico-PR,Fluminense,fora
Palmeiras,Internacional,casa
Ceara,Bragantino,empate
Gremio,Juventude,casa
Atletico-GO,Atletico-MG,casa
Sport,Santos,empate
Flamengo,Cuiaba,empate
Sao Paulo,Corinthians,casa
Ceara,Palmeiras,fora
Internacional,Bragantino,empate
Santos,America-MG,fora
Juventude,Ceara,empate
Fluminense,Flamengo,casa
Fortaleza,Athletico-PR,casa
Internacional,Corinthians,empate
Atletico-MG,Cuiaba,casa
Bragantino,Sao Paulo,casa
Bahia,Chapecoense,casa
Atletico-GO,Gremio,casa
Palmeiras,Sport,casa
Santos,Fluminense,casa
Bahia,Ceara,empate
Bragantino,Sport,casa
Athletico-PR,Santos,fora
Flamengo,Atletico-MG,casa
Juventude,Bahia,empate
America-MG,Fortaleza,casa
Gremio,Palmeiras,fora
Ceara,Fluminense,casa
Sao Paulo,Internacional,casa
Sport,Atletico-GO,casa
Cuiaba,Bragantino,casa
Corinthians,Chapecoense,casa
Athletico-PR,Flamengo,empate
Atletico-MG,Gremio,casa
Cuiaba,Chapecoense,empate
Flamengo,Atletico-GO,casa
Corinthians,Fortaleza,casa
Internacional,Gremio,casa
Fluminense,Sport,casa
Bragantino,Athletico-PR,fora
Atletico-MG,America-MG,casa
Santos,Palmeiras,fora
Bahia,Sao Paulo,casa
Ceara,Cuiaba,casa
Chapecoense,Flamengo,empate
Gremio,Fluminense,casa
Athletico-PR,Ceara,casa
Atletico-MG,Corinthians,casa
Santos,Bragantino,casa
Palmeiras,Atletico-GO,casa
Fortaleza,Sao Paulo,empate
Sport,America-MG,fora
Juventude,Internacional,casa
Flamengo,Bahia,casa
Atletico-GO,Santos,empate
America-MG,Gremio,casa
Bragantino,Fortaleza,casa
Internacional,Athletico-PR,casa
Corinthians,Cuiaba,casa
Sao Paulo,Flamengo,fora
Fluminense,Palmeiras,casa
Ceara,Sport,casa
Chapecoense,Juventude,fora
Athletico-PR,Atletico-MG,fora
Gremio,Bragantino,casa
America-MG,Atletico-GO,empate
Santos,Chapecoense,casa
Cuiaba,Internacional,casa
Fortaleza,Ceara,fora
Palmeiras,Sao Paulo,fora
Juventude,Fluminense,casa
Flamengo,Corinthians,casa
Sport,Bahia,casa
Atletico-MG,Juventude,casa
Fortaleza,Palmeiras,casa
Chapecoense,Gremio,fora
Atletico-GO,Ceara,empate
Internacional,Flamengo,fora
Corinthians,Santos,casa
Fluminense,America-MG,casa
Bahia,Cuiaba,empate
Gremio,Flamengo,empate
Atletico-GO,Juventude,empate
Palmeiras,Atletico-MG,empate
Sao Paulo,Athletico-PR,empate
Fluminense,Internacional,casa
Santos,Fortaleza,casa
Ceara,Corinthians,casa
Bahia,Gremio,casa
Bragantino,America-MG,empate
Sao Paulo,Sport,casa
Corinthians,Athletico-PR,casa
Atletico-MG,Fluminense,casa
Internacional,Santos,empate
Atletico-GO,Bahia,casa
Juventude,Bragantino,casa
America-MG,Chapecoense,casa
Flamengo,Ceara,casa
Cuiaba,Palmeiras,fora
Bahia,Atletico-MG,fora
Gremio,Sao Paulo,casa
Athletico-PR,Cuiaba,casa
Sport,Flamengo,empate
Chapecoense,Atletico-GO,fora
Fortaleza,Juventude,casa
Bahia,Fluminense,casa
Corinthians,Gremio,empate
Atletico-MG,Bragantino,casa
Ceara,America-MG,empate
Sao Paulo,Juventude,casa
Athletico-PR,Palmeiras,empate
Cuiaba,Fortaleza,casa
Internacional,Atletico-GO,fora
Flamengo,Santos,fora
Chapecoense,Sport,fora
Fortaleza,Bahia,casa
Atletico-GO,Flamengo,casa
Palmeiras,Ceara,casa
Fluminense,Chapecoense,casa
America-MG,Sao Paulo,casa
Bragantino,Internacional,casa
Sport,Athletico-PR,empate
Juventude,Corinthians,casa
Gremio,Atletico-MG,casa
Santos,Cuiaba,empate
Fluminense,Santos,empate
Atletico-GO,Flamengo,empate
Palmeiras,Ceara,fora
Coritiba,Goias,casa
Botafogo-RJ,Corinthians,fora
Atletico-MG,Internacional,casa
Fortaleza,Cuiaba,fora
Avai,America-MG,casa
Sao Paulo,Athletico-PR,casa
Juventude,Bragantino,empate
Goias,Palmeiras,empate
America-MG,Juventude,casa
Corinthians,Avai,casa
Cuiaba,Fluminense,fora
Santos,Coritiba,casa
Flamengo,Sao Paulo,casa
Athletico-PR,Atletico-MG,fora
Internacional,Fortaleza,casa
Bragantino,Atletico-GO,casa
Ceara,Botafogo-RJ,fora
Flamengo,Palmeiras,empate
Bragantino,Sao Paulo,empate
Athletico-PR,Flamengo,casa
Palmeiras,Corinthians,casa
Fluminense,Internacional,fora
Atletico-MG,Coritiba,empate
Santos,America-MG,casa
Juventude,Cuiaba,fora
Atletico-GO,Botafogo-RJ,empate
Avai,Goias,casa
Ceara,Bragantino,fora
America-MG,Athletico-PR,casa
Goias,Atletico-MG,empate
Cuiaba,Atletico-GO,empate
Botafogo-RJ,Juventude,empate
Corinthians,Fortaleza,casa
Coritiba,Fluminense,casa
Internacional,Avai,empate
Sao Paulo,Santos,casa
Atletico-MG,America-MG,fora
Athletico-PR,Ceara,casa
Flamengo,Botafogo-RJ,fora
Palmeiras,Fluminense,empate
Atletico-GO,Goias,fora
Bragantino,Corinthians,fora
Santos,Cuiaba,casa
Juventude,Internacional,empate
Fortaleza,Sao Paulo,empate
Avai,Coritiba,casa
Bragantino,Atletico-MG,empate
Palmeiras,Bragantino,casa
Ceara,Flamengo,empate
Internacional,Corinthians,empate
Atletico-MG,Atletico-GO,casa
Fluminense,Athletico-PR,casa
Sao Paulo,Cuiaba,casa
Coritiba,America-MG,casa
Botafogo-RJ,Fortaleza,casa
Avai,Juventude,fora
Goias,Santos,casa
Atletico-GO,Coritiba,casa
Flamengo,Goias,casa
Santos,Ceara,empate
Juventude,Palmeiras,fora
Cuiaba,Internacional,empate
America-MG,Botafogo-RJ,empate
Corinthians,Sao Paulo,empate
Fortaleza,Fluminense,fora
Athletico-PR,Avai,casa
Goias,Bragantino,empate
Sao Paulo,Ceara,empate
Fortaleza,Juventude,empate
Coritiba,Botafogo-RJ,casa
Santos,Palmeiras,fora
Cuiaba,Athletico-PR,fora
Corinthians,America-MG,empate
Fluminense,Flamengo,fora
Atletico-MG,Avai,casa
Internacional,Atletico-GO,empate
Fortaleza,Ceara,fora
America-MG,Cuiaba,casa
Athletico-PR,Santos,empate
Ceara,Coritiba,empate
Avai,Sao Paulo,empate
Atletico-GO,Corinthians,fora
Juventude,Fluminense,casa
Flamengo,Fortaleza,fora
Palmeiras,Atletico-MG,empate
Bragantino,Internacional,fora
Botafogo-RJ,Goias,fora
Cuiaba,Corinthians,casa
America-MG,Ceara,fora
Juventude,Athletico-PR,fora
Atletico-GO,Avai,casa
Bragantino,Flamengo,casa
Fluminense,Atletico-MG,casa
Santos,Internacional,empate
Palmeiras,Botafogo-RJ,casa
Coritiba,Sao Paulo,empate
Fortaleza,Goias,empate
Corinthians,Juventude,casa
Atletico-MG,Santos,empate
Fluminense,Atletico-GO,fora
Cuiaba,Bragantino,empate
Internacional,Flamengo,casa
Goias,Ceara,empate
Sao Paulo,America-MG,casa
Coritiba,Palmeiras,fora
Fortaleza,Athletico-PR,empate
Botafogo-RJ,Avai,fora
Juventude,Santos,fora
Ceara,Atletico-MG,empate
Bragantino,Coritiba,casa
Goias,Internacional,fora
Flamengo,Cuiaba,casa
Athletico-PR,Corinthians,empate
America-MG,Fluminense,empate
Botafogo-RJ,Sao Paulo,casa
Palmeiras,Atletico-GO,casa
Avai,Fortaleza,casa
Cuiaba,Ceara,empate
Santos,Bragantino,empate
Atletico-MG,Flamengo,casa
Coritiba,Athletico-PR,fora
Corinthians,Goias,casa
Internacional,Botafogo-RJ,fora
Fortaleza,America-MG,casa
Atletico-GO,Juventude,casa
Fluminense,Avai,casa
Sao Paulo,Palmeiras,fora
Internacional,Coritiba,casa
Athletico-PR,Bragantino,casa
Flamengo,America-MG,casa
Corinthians,Santos,empate
Atletico-MG,Fortaleza,casa
Avai,Palmeiras,empate
Botafogo-RJ,Fluminense,fora
Goias,Cuiaba,casa
Ceara,Atletico-GO,empate
Sao Paulo,Juventude,empate
Juventude,Atletico-MG,fora
Fluminense,Corinthians,casa
Santos,Flamengo,fora
Ceara,Internacional,empate
Palmeiras,Athletico-PR,fora
Avai,Cuiaba,fora
Atletico-GO,Sao Paulo,fora
America-MG,Goias,casa
Coritiba,Fortaleza,casa
Bragantino,Botafogo-RJ,fora
Bragantino,Avai,casa
Fluminense,Ceara,casa
Goias,Athletico-PR,casa
Coritiba,Juventude,empate
Corinthians,Flamengo,casa
Santos,Atletico-GO,casa
Fortaleza,Palmeiras,empate
Atletico-MG,Sao Paulo,empate
Cuiaba,Botafogo-RJ,casa
Internacional,America-MG,casa
Athletico-PR,Internacional,empate
